Rk,I,Team,Split,Year,G,RC,GS,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+
15,,CHC,Batting 4th,2019,186,123.7,162,705,630,107,186,42,6,35,110,8,6,58,161,.295,.362,.548,.909,345,13,11,0,6,3,3,.343,131,122
16,,WSN,Batting 4th,2018,186,123.5,162,719,627,101,178,45,3,34,114,3,1,76,119,.284,.367,.528,.895,331,14,10,0,6,6,2,.300,136,127
17,,COL,Batting 4th,2018,179,123.0,163,703,649,105,195,42,6,35,127,15,8,47,161,.300,.349,.545,.894,354,7,3,1,3,4,5,.351,134,125
18,,HOU,Batting 4th,2021,185,122.1,162,708,619,122,182,37,1,33,112,4,0,73,139,.294,.370,.517,.887,320,13,7,0,9,2,3,.327,126,127
19,,PIT,Batting 4th,2019,186,122.0,162,713,620,105,171,42,3,39,125,0,1,78,134,.276,.358,.542,.900,336,12,6,0,9,12,4,.289,141,119
20,,HOU,Batting 4th,2022,170,121.0,162,688,596,105,175,37,2,36,117,2,2,74,90,.294,.378,.544,.921,324,19,10,0,6,5,1,.292,147,148
21,,KCR,Batting 4th,2019,179,120.0,162,693,599,90,167,38,7,32,96,8,5,82,175,.279,.373,.526,.899,315,11,9,0,1,3,8,.344,152,120
22,,ATL,Batting 4th,2019,175,119.4,162,708,596,101,158,27,1,39,99,6,2,98,158,.265,.376,.510,.886,304,12,9,0,2,2,10,.297,125,118
23,,CHC,Batting 4th,2016,200,119.4,162,721,601,96,165,38,3,30,104,3,5,96,122,.275,.387,.498,.884,299,13,17,2,5,9,2,.297,129,123
24,,SEA,Batting 4th,2016,191,118.9,162,709,626,100,176,27,1,43,105,2,0,67,168,.281,.355,.534,.889,334,16,9,0,7,5,8,.315,133,121
25,,MIA,Batting 4th,2017,175,118.7,162,714,645,91,188,35,2,38,124,1,3,64,156,.291,.356,.529,.884,341,15,2,0,3,4,1,.330,130,119
26,,TOR,Batting 4th,2016,202,118.5,162,713,611,97,165,37,2,37,110,5,2,89,173,.270,.369,.519,.888,317,17,9,0,3,3,4,.317,134,122
27,,OAK,Batting 4th,2019,181,117.9,162,714,624,101,171,22,2,39,103,1,0,72,162,.274,.364,.503,.867,314,10,17,0,1,6,7,.311,124,113
28,,BOS,Batting 4th,2024,182,115.2,162,713,634,106,169,42,6,39,113,3,2,70,188,.267,.339,.536,.876,340,12,3,0,6,13,2,.315,133,135
29,,NYM,Batting 4th,2019,217,113.9,162,715,632,95,165,42,2,40,111,4,0,61,143,.261,.336,.524,.859,331,11,14,0,8,4,4,.274,121,109
30,,LAD,Batting 4th,2018,224,112.7,163,734,649,108,174,34,5,35,103,10,1,75,170,.268,.342,.498,.840,323,14,2,0,8,7,3,.308,115,113
31,,BOS,Batting 4th,2021,179,112.2,162,699,624,101,176,40,1,33,101,6,2,65,138,.282,.352,.508,.860,317,13,5,0,5,5,8,.312,121,120
32,,SEA,Batting 4th,2017,186,112.0,162,705,613,96,168,29,1,37,117,1,2,71,159,.274,.356,.506,.862,310,13,12,0,9,8,2,.308,129,114
33,,NYM,Batting 4th,2022,190,111.7,162,703,609,97,162,27,0,41,138,7,1,70,134,.266,.350,.512,.862,312,13,14,0,10,16,4,.273,130,132
34,,SDP,Batting 4th,2023,172,111.6,162,710,621,97,173,31,0,34,100,11,3,77,136,.279,.362,.493,.855,306,18,7,0,5,2,3,.305,129,123
35,,MIN,Batting 4th,2016,182,110.5,162,712,631,97,168,36,4,38,103,4,1,68,188,.266,.336,.517,.853,326,14,3,1,9,2,2,.314,129,112
36,,TOR,Batting 4th,2021,175,110.3,162,684,634,100,188,32,0,33,118,16,2,41,153,.297,.341,.503,.844,319,10,4,0,5,1,7,.342,111,115
37,,MIN,Batting 4th,2023,189,109.6,162,708,629,106,173,28,4,32,100,5,1,66,164,.275,.350,.485,.835,305,11,9,0,4,1,5,.323,121,117
38,,LAD,Batting 4th,2023,179,109.4,162,721,617,108,152,33,2,41,131,4,4,87,213,.246,.339,.506,.845,312,10,5,0,10,5,5,.298,111,119
39,,PHI,Batting 4th,2019,172,109.0,162,713,596,86,142,41,5,33,107,4,2,99,166,.238,.353,.490,.842,292,10,10,0,7,5,6,.270,125,107
40,,MIL,Batting 4th,2016,166,108.7,162,689,610,96,168,33,4,33,94,19,1,68,167,.275,.351,.505,.856,308,20,6,0,5,3,4,.325,133,114
41,,TEX,Batting 4th,2016,193,108.2,162,691,634,96,186,31,1,32,107,2,1,46,97,.293,.343,.497,.840,315,10,5,0,6,6,9,.301,121,110
42,,SEA,Batting 4th,2019,192,107.5,162,708,606,95,145,25,0,43,119,4,2,94,188,.239,.345,.493,.838,299,10,5,0,3,1,3,.270,126,105
43,,LAD,Batting 4th,2025,162,107.4,146,638,568,84,170,32,1,30,125,9,1,58,128,.299,.363,.518,.880,294,15,3,0,8,2,2,.335,129,130
44,,CHW,Batting 4th,2022,178,107.2,162,701,620,89,187,37,0,21,80,3,0,68,129,.302,.375,.463,.838,287,21,8,0,5,2,3,.349,141,128
45,,OAK,Batting 4th,2018,174,107.1,162,717,630,104,152,33,1,49,125,0,0,67,192,.241,.324,.530,.854,334,17,13,0,7,5,3,.260,120,114
46,,ARI,Batting 4th,2024,188,107.0,162,726,633,104,172,33,1,35,118,2,3,69,161,.272,.350,.493,.843,312,21,12,0,9,4,1,.307,116,128
47,,NYM,Batting 4th,2016,214,106.8,162,699,618,101,167,26,3,37,110,3,2,69,123,.270,.345,.502,.846,310,15,5,0,7,4,6,.280,130,111
48,,STL,Batting 4th,2022,192,106.8,162,707,633,83,173,43,2,31,110,5,2,59,102,.273,.341,.494,.835,313,14,9,0,6,3,4,.281,123,125
49,,NYM,Batting 4th,2017,199,106.4,162,703,632,93,169,36,3,37,113,0,1,59,131,.267,.333,.509,.842,322,14,6,0,6,2,3,.281,121,108
50,,TBR,Batting 4th,2017,177,106.1,162,702,583,89,136,22,4,39,92,1,1,109,188,.233,.358,.485,.843,283,12,6,0,4,10,5,.269,128,110
51,,WSN,Batting 4th,2021,178,105.9,162,699,615,83,165,28,1,38,105,1,1,75,143,.268,.351,.502,.853,309,21,5,0,4,2,11,.290,125,118
52,,CHW,Batting 4th,2016,172,105.7,162,704,641,85,179,24,1,38,120,4,1,51,117,.279,.334,.498,.831,319,14,5,0,7,4,8,.286,127,107
53,,PHI,Batting 4th,2021,191,105.7,162,696,598,88,158,34,3,26,101,15,1,79,153,.264,.358,.462,.819,276,11,12,0,7,3,7,.310,126,111
54,,BOS,Batting 4th,2023,177,105.3,162,698,623,92,170,35,0,34,109,5,1,63,136,.273,.347,.493,.839,307,18,9,0,3,1,6,.298,123,118
55,,CHC,Batting 4th,2017,208,105.2,162,728,633,103,159,35,4,34,123,8,5,81,134,.251,.343,.480,.823,304,14,9,1,4,5,7,.267,111,104
56,,PHI,Batting 4th,2023,177,105.1,162,703,632,91,181,36,2,26,103,9,4,61,157,.286,.349,.473,.822,299,12,3,0,6,5,4,.341,115,114
57,,TBR,Batting 4th,2021,191,105.1,162,704,620,80,171,33,5,28,128,10,10,73,142,.276,.352,.481,.833,298,11,4,0,7,3,5,.313,122,114
58,,HOU,Batting 4th,2017,172,104.9,162,714,645,102,183,35,2,30,115,2,1,57,131,.284,.343,.484,.827,312,18,5,0,7,5,13,.312,100,105
59,,WSN,Batting 4th,2016,176,104.8,162,701,617,101,169,39,2,28,108,11,6,66,121,.274,.345,.480,.825,296,9,7,0,11,11,5,.294,119,107
60,,TOR,Batting 4th,2018,187,104.5,162,691,618,95,169,33,0,43,103,2,5,61,162,.273,.340,.536,.876,331,25,5,0,7,2,3,.300,135,120
61,,CIN,Batting 4th,2018,191,104.4,162,712,643,97,183,28,0,35,111,1,1,55,157,.285,.346,.491,.837,316,22,7,3,4,5,5,.325,128,112
62,,TEX,Batting 4th,2021,169,104.3,162,677,593,97,148,13,2,45,111,8,2,75,195,.250,.340,.506,.846,300,11,7,0,2,4,5,.290,151,116
63,,ARI,Batting 4th,2018,191,104.0,162,704,635,81,172,35,6,31,107,10,6,55,167,.271,.334,.491,.825,312,10,8,0,6,9,8,.318,131,109
64,,CIN,Batting 4th,2021,188,103.8,162,704,584,98,137,33,1,37,108,0,1,100,168,.235,.351,.485,.835,283,14,10,0,10,7,4,.257,120,114
65,,NYM,Batting 4th,2023,169,103.4,162,689,590,98,138,19,2,48,125,10,2,73,144,.234,.334,.517,.851,305,16,19,0,7,7,3,.222,133,120
66,,SFG,Batting 4th,2021,216,103.3,162,705,603,98,154,27,4,29,94,9,3,90,163,.255,.355,.458,.813,276,11,6,1,5,1,5,.300,112,109
67,,ATH,Batting 4th,2025,167,103.2,147,636,563,94,151,27,2,38,114,12,1,65,135,.268,.344,.526,.870,296,13,2,2,3,4,4,.288,129,126
68,,DET,Batting 4th,2025,166,103.2,146,633,568,94,156,28,1,37,105,5,2,54,164,.275,.341,.523,.864,297,8,6,0,5,3,4,.320,130,124
69,,CLE,Batting 4th,2017,180,102.9,162,711,588,102,143,22,1,34,109,3,1,111,139,.243,.366,.457,.824,269,17,6,0,5,7,6,.260,110,106
70,,MIL,Batting 4th,2017,190,102.7,162,702,620,98,163,35,2,33,104,14,0,70,165,.263,.340,.485,.825,301,19,5,1,6,8,3,.304,119,104
71,,ATL,Batting 4th,2021,168,102.6,161,693,630,91,171,39,3,31,108,2,2,52,168,.271,.330,.490,.821,309,10,6,0,5,0,3,.321,116,109
72,,TEX,Batting 4th,2019,171,101.9,162,700,622,101,163,29,3,30,114,15,4,61,176,.262,.335,.463,.798,288,5,10,1,6,3,6,.315,112,96
73,,COL,Batting 4th,2022,179,101.7,162,694,629,99,173,29,6,31,113,1,1,51,156,.275,.334,.488,.822,307,14,8,0,6,3,1,.317,129,121
74,,PIT,Batting 4th,2016,190,101.6,162,711,644,92,173,44,6,24,87,31,6,45,157,.269,.335,.467,.802,301,16,20,0,2,2,12,.320,117,101
75,,OAK,Batting 4th,2024,183,101.2,162,689,623,83,172,36,0,31,106,11,2,52,170,.276,.334,.483,.817,301,14,6,0,8,1,2,.328,134,121
76,,TEX,Batting 4th,2017,196,101.2,162,699,623,77,174,39,2,25,107,2,1,55,139,.279,.344,.469,.813,292,14,11,0,9,4,4,.318,117,102
77,,CLE,Batting 4th,2019,187,100.7,162,698,608,89,165,36,1,26,104,8,5,74,145,.271,.354,.462,.816,281,14,7,3,6,5,4,.314,117,101
78,,LAD,Batting 4th,2017,195,100.6,162,704,617,87,160,38,3,32,109,8,6,76,165,.259,.339,.486,.826,300,16,3,0,8,10,2,.299,113,104
79,,ATL,Batting 4th,2022,169,100.5,162,692,628,93,166,42,0,34,94,3,0,52,151,.264,.325,.494,.819,310,13,7,0,5,5,2,.295,114,120
80,,CHC,Batting 4th,2018,184,100.3,163,724,646,78,175,38,2,26,109,8,5,61,124,.271,.338,.457,.795,295,12,9,0,8,12,7,.296,113,102
81,,MIA,Batting 4th,2024,189,100.2,162,690,617,83,162,35,4,27,88,10,3,64,163,.263,.337,.464,.800,286,6,6,1,2,4,1,.315,135,117
82,,TBR,Batting 4th,2018,190,100.1,162,704,627,81,166,35,3,32,98,2,3,57,172,.265,.332,.483,.816,303,15,11,0,9,1,1,.310,119,106
83,,MIL,Batting 4th,2025,160,99.8,147,637,554,97,155,22,1,28,96,9,4,75,140,.280,.367,.475,.842,263,10,4,0,4,5,6,.326,127,122
84,,STL,Batting 4th,2019,194,99.6,162,702,627,103,160,31,1,39,115,13,2,71,147,.255,.332,.494,.827,310,23,2,0,1,2,7,.274,122,101
85,,ARI,Batting 4th,2023,176,99.3,162,703,617,88,154,39,2,33,105,11,0,67,136,.250,.327,.480,.806,296,15,8,1,9,3,2,.265,119,109
86,,KCR,Batting 4th,2017,181,99.2,162,694,631,89,189,33,1,22,102,6,2,60,108,.300,.359,.460,.818,290,25,0,0,3,1,10,.331,125,105
87,,ATL,Batting 4th,2018,173,99.1,162,713,626,76,183,42,2,13,89,1,1,76,82,.292,.366,.428,.794,268,17,2,0,9,10,4,.315,116,104
88,,MIL,Batting 4th,2018,212,98.8,163,711,615,87,146,30,0,40,108,5,3,85,147,.237,.334,.481,.816,296,16,6,1,3,10,7,.246,117,106
89,,CLE,Batting 4th,2018,193,98.0,162,713,619,88,164,30,2,28,125,8,2,77,130,.265,.346,.456,.801,282,21,5,1,11,2,4,.288,109,105
90,,TEX,Batting 4th,2023,179,97.9,162,722,638,117,152,29,0,41,117,8,0,69,191,.238,.316,.476,.793,304,15,7,1,7,1,6,.269,99,105
91,,SFG,Batting 4th,2017,193,97.4,162,704,618,78,182,38,1,14,77,5,3,70,92,.294,.371,.427,.798,264,20,9,0,7,10,2,.324,132,101
92,,TBR,Batting 4th,2025,163,97.2,145,620,565,88,165,41,1,26,89,8,2,42,147,.292,.352,.506,.858,286,18,11,0,2,2,4,.353,137,124
93,,BAL,Batting 4th,2019,184,97.1,162,702,636,93,157,30,2,38,112,2,2,52,172,.247,.309,.480,.789,305,5,8,0,6,1,0,.275,115,92
94,,STL,Batting 4th,2017,184,97.0,162,706,615,78,166,30,4,23,104,12,2,77,152,.270,.350,.444,.794,273,20,4,1,9,4,0,.318,109,99
95,,MIL,Batting 4th,2024,179,96.9,162,701,616,94,155,34,3,28,105,18,5,77,193,.252,.338,.453,.791,279,13,5,0,3,4,2,.319,116,115
96,,LAD,Batting 4th,2024,179,96.7,162,717,643,92,170,40,1,27,104,9,3,57,167,.264,.328,.456,.783,293,14,8,0,9,5,6,.312,100,112
97,,ATL,Batting 4th,2024,163,96.3,162,686,600,79,152,37,1,29,98,0,0,73,170,.253,.340,.463,.803,278,13,8,0,5,5,3,.303,122,118
98,,CIN,Batting 4th,2017,174,96.1,162,707,646,93,165,39,4,36,115,6,3,41,187,.255,.307,.495,.802,320,15,11,0,9,0,6,.299,108,97
99,,STL,Batting 4th,2023,181,95.7,162,705,630,86,170,33,3,26,94,5,5,60,140,.270,.340,.456,.796,287,17,10,0,5,3,7,.307,114,108
100,,CHC,Batting 4th,2023,174,95.4,162,705,630,92,168,30,3,29,114,12,7,57,154,.267,.329,.462,.791,291,14,7,0,11,3,1,.303,109,106
101,,TEX,Batting 4th,2018,180,95.4,162,701,625,79,169,35,3,24,101,4,2,53,148,.270,.335,.451,.786,282,14,13,0,10,4,6,.313,117,100
102,,NYY,Batting 4th,2017,180,95.1,162,717,643,99,167,38,1,27,115,7,2,60,135,.260,.324,.448,.771,288,12,5,0,9,2,13,.286,96,92
103,,PHI,Batting 4th,2018,189,95.0,162,695,573,79,136,29,2,25,85,3,4,110,128,.237,.363,.426,.788,244,10,6,0,6,6,4,.261,124,103
104,,SEA,Batting 4th,2018,189,95.0,162,696,615,84,151,22,0,39,118,1,0,60,142,.246,.326,.472,.798,290,15,16,0,5,4,2,.255,120,102
105,,TOR,Batting 4th,2025,159,95.0,145,635,555,82,156,40,0,23,90,11,1,67,101,.281,.360,.477,.837,265,21,5,0,7,3,0,.304,118,120
106,,MIL,Batting 4th,2019,232,94.8,162,723,622,96,153,36,3,29,92,8,3,78,163,.246,.336,.453,.789,282,21,11,0,9,3,7,.282,106,94
107,,PHI,Batting 4th,2022,180,94.7,162,695,635,89,166,37,4,29,91,11,4,50,166,.261,.321,.469,.790,298,13,7,0,3,2,5,.309,112,112
108,,MIA,Batting 4th,2016,185,94.6,161,701,620,77,153,28,2,35,114,2,1,69,160,.247,.324,.468,.792,290,13,5,0,6,10,12,.274,119,98
109,,CLE,Batting 4th,2016,184,94.3,161,704,608,98,145,25,1,34,109,9,1,86,199,.238,.334,.451,.784,274,16,4,0,6,3,5,.291,106,97
110,,DET,Batting 4th,2016,183,94.1,161,696,627,78,174,28,0,28,92,0,2,61,112,.278,.343,.456,.800,286,21,4,0,4,7,2,.297,108,101
111,,HOU,Batting 4th,2016,175,94.0,162,708,628,79,162,38,0,26,112,9,1,69,158,.258,.332,.443,.775,278,15,4,0,7,6,16,.302,110,95
112,,BOS,Batting 4th,2022,173,93.4,162,704,629,87,175,50,1,16,82,6,2,57,148,.278,.344,.437,.781,275,20,10,0,8,3,6,.336,114,112
113,,ARI,Batting 4th,2019,194,93.3,162,721,641,96,166,34,1,27,92,8,1,66,144,.259,.333,.441,.775,283,21,8,0,5,3,4,.293,105,91
114,,SEA,Batting 4th,2025,157,93.2,146,637,554,91,127,24,1,39,92,26,3,64,159,.229,.322,.487,.809,270,7,13,2,3,2,2,.245,118,110
115,,BAL,Batting 4th,2024,188,93.1,162,700,614,88,150,39,5,25,92,4,1,69,128,.244,.326,.446,.772,274,10,9,0,8,1,2,.267,106,109
116,,ARI,Batting 4th,2022,174,93.0,162,691,604,87,145,27,2,36,95,2,2,72,138,.240,.326,.470,.796,284,15,8,0,7,2,5,.249,129,114
117,,MIN,Batting 4th,2019,175,93.0,162,727,683,106,182,33,2,32,110,3,1,35,122,.266,.300,.461,.761,315,12,1,0,8,1,10,.279,82,85
118,,SFG,Batting 4th,2022,216,92.8,162,694,613,85,160,32,0,25,94,6,1,64,167,.261,.341,.436,.777,267,15,13,0,4,3,5,.318,120,111
119,,BAL,Batting 4th,2017,184,92.7,162,702,635,86,166,31,0,29,76,1,0,61,181,.261,.329,.447,.776,284,15,4,0,2,4,8,.321,108,93
120,,CHW,Batting 4th,2017,175,92.3,162,691,610,92,156,31,2,27,89,4,1,63,144,.256,.337,.446,.783,272,16,14,0,4,3,12,.291,114,95
121,,SDP,Batting 4th,2024,170,92.1,162,700,646,92,176,29,1,33,121,8,1,44,132,.272,.319,.474,.793,306,24,3,1,6,2,3,.294,111,114
122,,NYY,Batting 4th,2025,162,91.9,145,636,571,85,149,22,3,33,113,11,1,51,133,.261,.326,.483,.810,276,11,7,1,5,3,4,.283,106,111
123,,CLE,Batting 4th,2024,176,91.8,161,679,600,90,151,28,1,33,109,7,2,62,116,.252,.329,.467,.796,280,16,10,1,5,7,3,.259,125,115
124,,MIL,Batting 4th,2022,173,91.8,162,697,627,84,164,37,0,27,90,6,6,56,144,.262,.326,.450,.776,282,11,7,1,6,2,3,.297,114,109
125,,CIN,Batting 4th,2023,177,91.5,162,702,634,88,165,36,2,20,91,33,5,58,180,.260,.329,.418,.747,265,12,8,0,2,1,5,.333,100,96
126,,STL,Batting 4th,2018,195,91.5,162,707,654,84,180,21,2,26,94,4,1,45,142,.275,.323,.433,.756,283,11,3,0,4,2,5,.314,107,93
127,,LAD,Batting 4th,2021,186,91.4,162,703,607,94,149,22,2,26,96,5,0,83,151,.245,.349,.417,.765,253,15,13,0,0,5,4,.286,103,98
128,,STL,Batting 4th,2021,182,90.5,162,683,608,93,150,29,2,32,93,6,2,63,139,.247,.322,.459,.781,279,13,7,0,5,5,6,.267,114,100
129,,SEA,Batting 4th,2022,177,90.3,162,695,604,87,145,25,2,32,93,8,1,79,164,.240,.331,.447,.778,270,19,6,0,6,2,3,.273,120,110
130,,COL,Batting 4th,2017,184,90.1,162,700,613,91,159,30,3,20,90,2,1,79,175,.259,.346,.416,.762,255,15,4,0,4,2,7,.329,96,91
131,,PIT,Batting 4th,2023,189,90.1,162,697,614,87,146,40,1,25,101,10,1,74,156,.238,.320,.428,.748,263,6,3,0,6,2,6,.276,111,95
132,,CHC,Batting 4th,2022,181,89.9,162,695,626,81,168,41,0,18,83,11,3,56,172,.268,.335,.420,.755,263,12,9,0,4,4,10,.341,116,105
133,,CHC,Batting 4th,2025,162,89.6,146,632,559,80,144,27,3,27,85,22,4,50,138,.258,.324,.462,.785,258,6,10,2,11,0,2,.289,110,105
134,,MIN,Batting 4th,2021,177,89.3,162,698,614,83,153,36,1,27,97,6,0,63,159,.249,.325,.443,.768,272,17,10,0,9,6,3,.288,108,97
135,,MIA,Batting 4th,2021,200,89.2,162,683,627,78,154,23,4,37,129,5,1,45,174,.246,.301,.472,.773,296,10,6,1,3,1,7,.279,128,96
136,,MIL,Batting 4th,2021,205,89.0,162,698,622,89,160,29,3,27,93,6,5,57,164,.257,.327,.444,.770,276,16,11,0,8,3,7,.303,115,98
137,,PIT,Batting 4th,2017,191,89.0,162,701,614,83,159,32,4,19,85,8,4,72,132,.259,.341,.417,.758,256,14,8,0,6,8,4,.299,115,90
138,,MIN,Batting 4th,2017,186,88.9,162,721,640,90,160,32,1,26,91,6,3,70,145,.250,.323,.425,.748,272,15,3,0,8,1,5,.281,95,87
139,,SEA,Batting 4th,2021,176,88.9,162,683,614,77,151,27,1,30,86,2,0,52,151,.246,.318,.440,.757,270,7,14,0,3,2,3,.278,119,94
140,,HOU,Batting 4th,2023,175,88.7,162,712,623,81,160,31,1,20,94,14,1,79,110,.257,.339,.406,.745,253,18,2,0,7,4,8,.280,95,96
141,,TOR,Batting 4th,2023,181,88.7,162,708,623,81,154,45,1,19,71,12,4,72,174,.247,.331,.414,.745,258,11,8,0,5,4,4,.310,100,96
142,,ARI,Batting 4th,2025,159,88.4,147,639,570,85,153,29,0,29,106,10,3,48,119,.268,.328,.472,.800,269,14,8,0,11,4,5,.286,110,109
143,,CLE,Batting 4th,2023,186,88.4,162,695,629,74,167,44,2,18,105,8,4,51,139,.266,.324,.428,.751,269,10,7,0,8,5,3,.310,116,97
144,,ARI,Batting 4th,2016,193,88.3,162,721,648,94,154,27,8,29,101,9,0,67,188,.238,.312,.438,.750,284,17,4,0,2,8,6,.289,99,88
145,,BOS,Batting 4th,2017,176,88.0,162,730,645,83,155,35,1,27,93,11,4,75,136,.240,.322,.423,.745,273,16,5,0,5,13,5,.263,102,86
146,,KCR,Batting 4th,2021,191,88.0,162,682,613,76,157,33,1,27,98,2,4,52,154,.256,.316,.445,.762,273,7,6,1,9,2,9,.295,116,95
147,,NYY,Batting 4th,2021,178,87.9,162,687,597,78,144,22,1,34,99,0,0,77,191,.241,.333,.452,.785,270,23,7,2,4,2,5,.293,115,101
148,,SFG,Batting 4th,2016,188,87.9,162,710,634,98,169,33,3,20,85,5,1,67,113,.267,.337,.423,.759,268,23,3,0,6,6,7,.294,109,92
149,,MIN,Batting 4th,2024,185,87.8,162,696,628,74,164,44,3,17,84,2,0,50,144,.261,.324,.422,.746,265,11,11,0,6,0,3,.311,106,103
150,,MIN,Batting 4th,2018,173,87.7,162,698,624,93,156,42,0,23,82,6,3,65,158,.250,.323,.428,.751,267,11,4,2,3,2,2,.298,107,91
151,,DET,Batting 4th,2023,187,87.5,162,694,619,81,152,28,4,24,88,11,0,62,179,.246,.323,.420,.743,260,11,10,0,3,4,3,.305,116,94
152,,LAA,Batting 4th,2016,185,87.1,162,692,628,79,160,24,1,33,124,5,1,55,99,.255,.315,.454,.769,285,19,3,0,6,6,6,.253,110,92
153,,NYY,Batting 4th,2019,182,87.1,162,722,658,94,158,28,1,36,117,1,2,52,186,.240,.302,.450,.752,296,15,8,0,4,5,7,.277,81,83
154,,BAL,Batting 4th,2016,183,86.9,162,697,608,101,130,23,0,40,85,1,0,81,219,.214,.310,.449,.759,273,12,5,0,3,2,3,.256,99,89
155,,LAA,Batting 4th,2025,157,86.9,146,619,535,77,129,31,1,29,103,6,0,72,166,.241,.333,.465,.798,249,11,5,0,7,0,4,.288,126,109
156,,DET,Batting 4th,2021,196,86.8,162,685,619,78,164,26,1,27,102,3,0,56,157,.265,.327,.441,.768,273,21,4,0,6,1,4,.311,117,97
157,,SEA,Batting 4th,2024,180,86.5,162,692,604,74,142,41,0,26,97,6,3,64,188,.235,.321,.432,.753,261,12,16,1,7,0,6,.292,118,104
158,,SFG,Batting 4th,2019,198,86.5,162,699,618,81,152,45,4,21,74,6,3,64,130,.246,.322,.434,.756,268,16,9,1,7,3,6,.276,117,86
159,,ATL,Batting 4th,2016,205,86.2,161,700,625,83,167,34,0,23,88,2,0,59,142,.267,.333,.432,.765,270,26,7,0,9,5,5,.307,116,93
160,,NYM,Batting 4th,2025,156,86.2,146,636,567,78,146,33,0,32,100,2,2,52,133,.257,.327,.485,.812,275,20,10,0,7,4,1,.279,112,111
161,,CHW,Batting 4th,2023,191,85.8,162,677,634,82,175,36,1,23,83,2,1,36,133,.276,.318,.445,.762,282,17,4,0,3,1,5,.316,125,99
162,,CHC,Batting 4th,2024,195,85.7,162,698,611,89,142,21,4,32,107,16,3,71,152,.232,.313,.437,.750,267,15,5,1,10,6,4,.252,110,103
163,,CIN,Batting 4th,2016,194,85.7,162,696,640,96,160,35,7,32,111,11,6,43,148,.250,.299,.477,.775,305,19,5,0,8,5,7,.274,112,92
164,,COL,Batting 4th,2023,180,85.7,162,693,640,83,164,44,3,25,100,8,1,45,165,.256,.306,.452,.757,289,18,3,0,5,2,4,.305,110,96
165,,TBR,Batting 4th,2024,187,85.7,162,684,607,76,146,30,4,26,74,18,2,60,166,.241,.319,.432,.750,262,15,12,0,5,4,3,.286,124,104
166,,SFG,Batting 4th,2024,175,85.6,162,697,621,87,149,42,5,22,84,7,1,67,160,.240,.317,.430,.747,267,15,5,0,4,1,6,.287,113,103
167,,TBR,Batting 4th,2016,184,85.5,162,690,616,80,139,31,3,35,99,3,4,61,160,.226,.302,.456,.758,281,9,8,0,4,2,6,.245,105,89
168,,LAA,Batting 4th,2022,176,85.2,162,682,612,66,156,28,3,21,74,6,2,58,147,.255,.324,.413,.737,253,8,7,0,5,1,4,.301,115,100
