Rk,I,Team,Split,Year,G,RC,GS,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+
16,,SEA,Batting 1st,2009,166,127.3,162,751,706,96,247,31,4,11,52,31,9,37,79,.350,.385,.452,.837,319,1,4,3,1,15,7,.382,135,121
17,,NYM,Batting 1st,2011,173,127.2,162,778,718,118,228,41,16,11,66,49,10,52,70,.318,.361,.465,.826,334,6,0,3,5,9,7,.338,127,127
18,,TEX,Batting 1st,2006,177,125.9,162,777,700,115,213,48,6,23,90,11,7,62,121,.304,.361,.489,.849,342,8,5,1,9,5,6,.336,116,122
19,,TOR,Batting 1st,2006,174,124.3,162,763,682,118,208,47,4,21,87,13,5,57,119,.305,.374,.478,.852,326,12,20,1,3,4,6,.343,111,123
20,,TEX,Batting 1st,2008,178,123.4,162,791,700,125,206,54,5,21,87,27,4,61,99,.294,.357,.476,.833,333,15,12,10,8,0,8,.315,104,118
21,,NYM,Batting 1st,2008,168,123.3,162,783,705,116,208,38,19,16,68,56,15,68,84,.295,.356,.471,.827,332,9,1,6,3,8,8,.316,117,117
22,,SDP,Batting 1st,2008,176,123.1,162,760,680,100,197,40,6,30,80,5,8,73,118,.290,.358,.499,.857,339,6,2,1,4,4,7,.312,141,124
23,,ARI,Batting 1st,2010,182,122.2,162,751,663,105,190,45,5,25,71,25,10,83,140,.287,.368,.483,.851,320,8,3,1,1,3,10,.331,129,138
24,,CLE,Batting 1st,2007,176,121.8,162,773,650,116,178,33,4,22,77,34,10,101,160,.274,.383,.438,.822,285,3,16,3,3,9,5,.331,114,117
25,,MIL,Batting 1st,2011,176,120.9,162,751,665,122,187,37,5,32,75,13,3,68,144,.281,.356,.496,.852,330,11,11,3,4,3,10,.314,126,133
26,,DET,Batting 1st,2008,171,120.6,162,774,683,125,190,32,14,25,86,13,5,83,136,.278,.359,.476,.835,325,10,4,2,2,1,5,.315,113,119
27,,SEA,Batting 1st,2007,176,120.6,162,755,694,114,239,22,7,6,68,37,8,51,81,.344,.391,.422,.814,293,7,4,4,2,13,3,.383,115,115
28,,BOS,Batting 1st,2015,166,120.3,162,764,699,112,208,44,8,22,95,17,6,52,104,.298,.345,.478,.823,334,3,3,2,8,2,11,.320,121,123
29,,TEX,Batting 1st,2011,173,120.2,162,767,662,131,175,36,4,33,80,34,6,89,78,.264,.357,.480,.838,318,13,8,6,2,2,10,.257,109,129
30,,PHI,Batting 1st,2008,184,119.7,162,767,682,106,195,44,11,16,72,50,6,71,76,.286,.356,.453,.810,309,9,6,4,4,8,9,.301,111,112
31,,STL,Batting 1st,2013,171,119.7,162,761,663,131,199,48,8,11,78,3,3,75,106,.300,.379,.446,.825,296,4,13,3,7,1,7,.340,125,130
32,,LAD,Batting 1st,2006,186,118.7,162,780,694,124,206,32,10,16,68,43,12,76,107,.297,.366,.441,.807,306,9,2,5,3,3,8,.331,107,112
33,,SEA,Batting 1st,2006,170,118.5,162,762,703,112,225,20,9,9,49,46,2,50,74,.320,.369,.413,.782,290,2,6,1,2,16,11,.347,111,106
34,,NYY,Batting 1st,2008,173,118.3,162,762,676,110,197,31,6,20,85,38,7,74,105,.291,.364,.444,.808,300,7,5,4,3,0,7,.319,110,113
35,,BAL,Batting 1st,2007,172,118.2,162,766,667,107,194,45,5,11,60,50,7,91,107,.291,.375,.423,.798,282,8,1,3,4,6,3,.331,115,111
36,,BAL,Batting 1st,2008,179,117.8,161,758,663,110,195,57,8,9,62,40,10,84,115,.294,.372,.445,.817,295,10,2,3,6,3,8,.341,115,115
37,,CIN,Batting 1st,2007,179,116.6,162,771,693,108,212,42,7,15,67,22,13,59,98,.306,.368,.452,.820,313,9,11,5,3,4,12,.338,114,116
38,,PHI,Batting 1st,2006,174,116.1,162,800,727,130,199,48,8,25,84,37,6,60,91,.274,.331,.465,.796,338,13,6,0,7,2,9,.282,99,108
39,,MIL,Batting 1st,2010,177,116.0,162,771,667,114,176,32,4,28,81,12,4,77,181,.264,.361,.450,.810,300,6,25,0,2,0,5,.322,114,128
40,,CHC,Batting 1st,2008,185,114.3,161,779,700,117,195,38,0,33,100,25,7,62,150,.279,.342,.474,.817,332,15,9,2,6,10,5,.310,104,113
41,,HOU,Batting 1st,2015,172,113.9,162,750,684,97,214,35,4,18,69,31,14,45,118,.313,.365,.455,.820,311,11,14,2,5,6,5,.354,120,124
42,,TBD,Batting 1st,2006,173,112.4,162,739,678,114,195,40,6,25,69,31,7,49,124,.288,.341,.475,.816,322,10,7,4,1,1,7,.321,122,113
43,,TOR,Batting 1st,2009,172,112.3,162,782,666,120,186,38,2,18,76,14,5,97,94,.279,.372,.423,.795,282,12,6,5,8,0,6,.299,108,110
44,,PIT,Batting 1st,2009,164,111.8,161,743,651,106,186,32,13,13,78,34,10,78,127,.286,.364,.435,.798,283,4,5,3,6,4,7,.335,127,111
45,,ARI,Batting 1st,2009,178,111.6,162,770,697,91,203,42,9,15,62,11,8,63,110,.291,.352,.442,.793,308,4,4,2,4,5,9,.326,114,109
46,,COL,Batting 1st,2015,171,111.6,162,745,671,101,194,33,9,19,65,45,14,52,123,.289,.350,.450,.800,302,5,13,5,4,2,7,.328,115,118
47,,BOS,Batting 1st,2013,170,111.4,162,780,711,117,209,39,8,12,68,55,4,53,113,.294,.348,.422,.770,300,16,8,1,3,3,5,.334,94,114
48,,DET,Batting 1st,2012,168,111.2,162,743,657,123,189,34,13,16,72,21,9,75,163,.288,.364,.452,.816,297,11,5,3,3,0,8,.360,116,128
49,,CIN,Batting 1st,2011,173,111.0,162,777,694,120,189,29,3,25,69,34,7,67,193,.272,.343,.431,.774,299,4,9,5,2,2,6,.343,111,113
50,,STL,Batting 1st,2015,187,110.9,162,744,669,108,179,49,4,29,82,8,8,59,154,.268,.337,.483,.820,323,5,13,0,3,3,6,.307,128,122
51,,NYM,Batting 1st,2007,166,110.8,162,775,690,122,193,36,12,12,58,79,21,78,79,.280,.353,.419,.772,289,6,1,5,1,13,10,.302,100,103
52,,BAL,Batting 1st,2009,178,110.4,162,763,677,114,190,56,1,16,80,30,6,76,118,.281,.350,.437,.788,296,10,1,1,8,3,4,.316,111,107
53,,MIN,Batting 1st,2009,170,109.7,163,771,661,110,197,21,11,10,77,25,10,80,106,.298,.380,.408,.788,270,10,11,13,6,4,6,.339,105,109
54,,FLA,Batting 1st,2009,193,109.5,162,774,708,110,217,36,8,9,57,18,10,57,129,.306,.361,.418,.779,296,6,4,3,2,1,7,.364,107,106
55,,CLE,Batting 1st,2015,168,109.2,161,751,659,100,191,48,7,12,58,12,11,73,122,.290,.366,.439,.805,289,6,9,6,4,5,4,.338,122,120
56,,CHC,Batting 1st,2011,180,108.7,162,748,671,94,202,39,4,12,50,20,7,67,120,.301,.367,.425,.792,285,9,4,4,2,2,7,.351,123,119
57,,TEX,Batting 1st,2009,165,108.7,162,749,666,117,179,31,4,29,93,45,7,62,100,.269,.334,.458,.792,305,10,6,10,5,0,9,.277,107,108
58,,OAK,Batting 1st,2013,180,108.5,162,764,670,114,178,31,4,27,82,21,5,82,99,.266,.342,.445,.786,298,8,0,3,9,3,5,.273,111,118
59,,PIT,Batting 1st,2011,169,108.4,162,748,668,101,194,34,10,14,61,36,15,66,129,.290,.359,.434,.793,290,7,7,4,3,2,4,.341,134,119
60,,COL,Batting 1st,2011,187,108.1,162,772,680,120,185,39,10,14,67,37,11,77,163,.272,.352,.421,.772,286,6,8,4,3,4,6,.338,110,113
61,,KCR,Batting 1st,2008,180,108.1,162,747,686,97,215,33,8,12,77,20,8,44,85,.313,.358,.437,.796,300,12,7,5,5,2,3,.342,122,109
62,,PIT,Batting 1st,2008,176,107.9,162,764,684,116,191,54,1,18,80,21,7,54,97,.279,.341,.440,.781,301,5,13,8,5,4,6,.301,116,105
63,,SFG,Batting 1st,2008,186,107.9,162,757,679,109,187,34,13,15,54,33,10,77,141,.275,.349,.430,.779,292,5,0,0,1,6,9,.328,121,105
64,,MIL,Batting 1st,2014,177,107.8,162,743,667,115,182,41,5,26,78,33,13,51,164,.273,.339,.466,.805,311,9,18,3,4,0,7,.324,126,124
65,,FLA,Batting 1st,2006,180,107.7,162,763,683,122,193,44,12,14,59,47,19,63,141,.283,.347,.444,.791,303,9,6,8,3,0,7,.337,107,107
66,,NYM,Batting 1st,2015,176,107.4,162,753,656,102,168,35,3,28,76,9,7,86,167,.256,.347,.447,.793,293,4,7,0,4,2,3,.301,123,116
67,,BAL,Batting 1st,2015,184,106.9,162,735,662,99,187,30,3,28,76,15,8,64,134,.282,.349,.464,.813,307,13,5,2,2,2,6,.317,124,121
68,,COL,Batting 1st,2009,199,106.9,162,771,663,108,174,40,8,18,53,37,15,89,165,.262,.350,.428,.779,284,5,3,12,4,2,9,.322,99,105
69,,LAA,Batting 1st,2009,178,106.2,162,760,644,118,188,31,7,5,56,42,17,102,118,.292,.387,.385,.773,248,8,1,9,4,0,10,.349,98,105
70,,SEA,Batting 1st,2008,170,106.2,162,759,697,104,218,21,7,6,42,44,4,50,66,.313,.361,.389,.750,271,8,5,3,4,12,14,.337,114,98
71,,LAD,Batting 1st,2008,193,105.1,162,757,685,108,197,36,6,11,62,54,13,65,90,.288,.351,.406,.757,278,7,3,3,1,4,3,.318,107,100
72,,DET,Batting 1st,2010,173,105.0,162,773,708,117,208,40,11,6,55,29,7,55,177,.294,.345,.407,.752,288,6,3,2,5,4,11,.381,101,111
73,,LAD,Batting 1st,2010,178,104.9,162,751,676,113,195,39,11,12,62,27,9,65,108,.288,.353,.432,.785,292,13,4,3,3,6,12,.327,124,120
74,,WSN,Batting 1st,2014,171,104.9,162,755,691,101,204,44,9,7,48,32,9,54,83,.295,.347,.415,.762,287,6,3,3,4,1,6,.326,114,113
75,,MIL,Batting 1st,2009,174,104.8,162,769,686,107,194,37,7,15,74,5,9,74,116,.283,.357,.423,.780,290,9,6,1,2,1,12,.321,104,106
76,,SDP,Batting 1st,2006,193,104.6,162,773,682,106,188,30,14,9,60,58,10,70,96,.276,.346,.400,.746,273,9,6,8,6,2,5,.307,100,97
77,,ATL,Batting 1st,2007,174,104.3,162,781,683,115,186,39,13,12,75,15,16,83,136,.272,.355,.420,.775,287,8,8,1,6,1,11,.322,101,104
78,,DET,Batting 1st,2009,180,104.3,163,763,681,99,168,24,9,34,80,17,7,74,162,.247,.321,.458,.780,312,5,2,4,2,3,3,.275,107,104
79,,HOU,Batting 1st,2014,172,104.3,162,746,682,95,205,46,4,10,51,37,9,54,120,.301,.353,.424,.777,289,15,4,2,4,3,10,.351,125,117
80,,KCR,Batting 1st,2011,168,104.3,162,766,675,99,177,40,5,21,82,29,8,73,139,.262,.336,.430,.766,290,6,5,5,6,2,7,.299,106,111
81,,PHI,Batting 1st,2010,182,104.2,162,769,689,106,178,30,11,20,85,35,5,68,75,.258,.332,.421,.752,290,6,9,0,3,5,9,.265,102,111
82,,KCR,Batting 1st,2006,176,104.0,162,764,685,106,198,45,7,11,69,8,4,53,101,.289,.351,.423,.775,290,11,15,7,4,4,4,.324,109,104
83,,COL,Batting 1st,2012,180,103.8,162,759,680,96,190,33,11,13,58,22,6,62,133,.279,.344,.418,.762,284,5,6,9,2,0,8,.330,100,113
84,,LAA,Batting 1st,2007,172,103.3,162,753,642,120,187,30,6,6,65,44,13,88,122,.291,.372,.385,.757,247,8,2,8,13,1,6,.343,100,101
85,,CIN,Batting 1st,2006,172,103.2,162,769,667,90,181,40,3,13,47,37,14,84,124,.271,.360,.399,.759,266,8,10,6,2,1,5,.316,100,100
86,,CHW,Batting 1st,2015,173,103.0,162,743,661,99,187,31,9,14,59,18,10,61,142,.283,.355,.421,.776,278,5,14,5,2,2,5,.341,127,112
87,,SEA,Batting 1st,2010,169,103.0,162,734,681,74,214,30,3,6,43,42,9,46,87,.314,.360,.394,.753,268,3,3,3,1,13,10,.353,137,113
88,,SFG,Batting 1st,2012,190,103.0,162,759,680,120,179,34,18,13,56,38,10,72,126,.263,.335,.424,.758,288,5,2,3,2,4,8,.306,109,112
89,,TBR,Batting 1st,2009,170,102.9,162,756,660,109,176,40,5,14,62,46,14,84,162,.267,.351,.406,.757,268,6,4,4,4,0,7,.332,95,100
90,,MIN,Batting 1st,2014,171,102.6,162,767,693,118,186,37,6,21,74,32,10,57,162,.268,.328,.430,.758,298,7,8,1,8,0,7,.319,112,111
91,,SFG,Batting 1st,2006,183,102.4,161,752,672,111,186,45,6,16,70,12,9,63,83,.277,.342,.433,.775,291,6,7,4,6,4,6,.294,108,103
92,,DET,Batting 1st,2006,172,102.3,162,763,673,99,177,34,9,20,73,8,5,73,181,.263,.336,.429,.765,289,5,4,7,6,0,6,.328,98,101
93,,NYY,Batting 1st,2012,169,102.3,162,765,706,106,220,32,0,15,57,11,5,49,100,.312,.359,.421,.780,297,23,4,5,1,1,9,.346,100,119
94,,ATL,Batting 1st,2009,181,102.2,162,782,683,112,181,44,4,18,74,15,10,77,130,.265,.348,.420,.768,287,12,12,6,4,3,6,.302,106,103
95,,MIL,Batting 1st,2012,179,102.0,162,761,679,104,177,44,6,18,60,33,8,60,121,.261,.333,.423,.756,287,7,16,2,4,3,8,.292,99,111
96,,ATL,Batting 1st,2010,169,101.9,162,767,697,108,198,32,7,19,59,10,6,57,98,.284,.336,.432,.768,301,11,1,6,6,2,6,.305,107,115
97,,NYY,Batting 1st,2014,168,101.9,162,744,662,102,171,29,13,25,76,26,5,60,136,.258,.321,.455,.775,301,7,4,10,7,2,3,.287,124,115
98,,LAD,Batting 1st,2013,216,101.8,162,748,682,88,196,37,4,15,65,20,6,54,117,.287,.343,.419,.763,286,7,5,4,2,3,5,.328,111,112
99,,PIT,Batting 1st,2014,205,101.7,162,762,705,110,198,39,9,17,60,21,10,48,144,.281,.332,.434,.766,306,9,6,2,1,0,4,.332,108,113
100,,LAD,Batting 1st,2009,178,101.5,162,781,708,118,206,36,9,7,59,34,9,61,86,.291,.351,.397,.748,281,15,6,4,2,3,8,.323,98,98
101,,KCR,Batting 1st,2009,178,101.4,162,742,647,100,179,31,11,13,69,22,11,77,98,.277,.358,.419,.777,271,10,8,5,5,1,3,.307,116,105
102,,NYM,Batting 1st,2010,172,101.4,162,758,708,99,204,34,14,14,71,35,12,38,89,.288,.326,.435,.761,308,8,4,4,4,4,6,.312,117,113
103,,NYY,Batting 1st,2007,186,101.4,162,793,698,112,186,31,3,14,84,30,4,83,108,.266,.347,.380,.726,265,8,5,3,4,1,10,.297,77,92
104,,TEX,Batting 1st,2007,213,101.4,162,760,662,114,182,33,6,16,56,26,7,74,82,.275,.353,.415,.769,275,15,9,10,5,3,12,.292,105,102
105,,CHC,Batting 1st,2015,183,100.9,162,756,661,109,170,36,8,17,48,22,9,84,169,.257,.344,.413,.757,273,5,6,1,4,1,8,.319,111,107
106,,OAK,Batting 1st,2007,172,100.9,162,779,697,100,201,38,4,10,58,13,2,68,94,.288,.354,.397,.751,277,17,6,2,6,1,9,.319,102,98
107,,WSN,Batting 1st,2009,187,100.6,162,762,683,97,200,32,9,8,41,35,14,57,117,.293,.356,.401,.757,274,11,11,9,2,0,9,.343,104,100
108,,ARI,Batting 1st,2007,169,100.4,162,739,668,104,170,32,2,30,69,34,7,62,142,.254,.318,.443,.761,296,5,3,0,6,4,7,.279,106,99
109,,BOS,Batting 1st,2006,181,100.4,162,788,680,108,177,39,2,16,71,17,5,91,132,.260,.348,.394,.742,268,11,5,4,8,1,7,.298,90,96
110,,WSN,Batting 1st,2015,175,100.1,162,751,683,90,187,40,2,19,64,17,2,60,140,.274,.333,.422,.755,288,10,3,1,4,0,6,.318,109,106
111,,WSN,Batting 1st,2012,201,100.0,162,762,704,98,194,49,5,14,63,20,5,47,123,.276,.325,.419,.744,295,5,6,2,3,1,6,.316,99,108
112,,STL,Batting 1st,2009,222,99.9,162,753,674,105,198,40,5,6,43,7,4,71,90,.294,.360,.395,.755,266,8,1,3,4,2,10,.330,104,100
113,,PHI,Batting 1st,2011,177,99.8,162,768,689,108,177,26,8,22,86,34,8,68,82,.257,.326,.414,.740,285,5,5,2,4,5,6,.263,106,103
114,,ARI,Batting 1st,2015,169,99.7,162,763,705,105,210,40,7,12,65,30,18,43,80,.298,.338,.426,.764,300,11,4,3,8,0,9,.319,107,108
115,,DET,Batting 1st,2013,169,99.7,162,782,712,120,197,41,7,15,65,10,4,58,154,.277,.334,.417,.751,297,14,5,3,4,0,8,.333,93,108
116,,PIT,Batting 1st,2013,200,99.7,162,758,692,109,191,34,12,15,53,39,15,32,173,.276,.332,.425,.756,294,7,26,7,1,2,8,.349,113,110
117,,CLE,Batting 1st,2012,179,99.4,162,756,674,102,180,45,4,16,66,23,10,64,158,.267,.339,.417,.756,281,7,11,3,4,1,6,.325,114,111
118,,NYY,Batting 1st,2010,183,99.2,162,786,697,128,198,34,3,10,72,27,7,71,121,.284,.358,.385,.743,268,19,12,2,4,4,9,.330,91,110
119,,PIT,Batting 1st,2007,189,99.2,162,761,667,107,175,35,8,15,59,34,11,69,122,.262,.341,.406,.748,271,7,13,8,4,1,5,.300,104,97
120,,NYY,Batting 1st,2013,173,99.1,162,740,657,104,179,39,13,13,70,26,10,60,150,.272,.339,.431,.770,283,9,8,11,4,2,6,.333,125,114
121,,NYM,Batting 1st,2009,176,98.9,162,757,676,88,186,38,15,8,54,26,10,67,88,.275,.341,.411,.752,278,8,3,6,5,3,9,.304,106,99
122,,COL,Batting 1st,2006,177,98.8,162,778,691,113,195,37,14,7,59,18,11,66,133,.282,.343,.407,.750,281,10,2,12,7,1,9,.337,95,97
123,,TOR,Batting 1st,2014,173,98.8,162,756,708,107,203,37,4,13,56,33,2,41,90,.287,.325,.405,.730,287,8,1,2,4,1,13,.312,98,104
124,,CHW,Batting 1st,2012,170,98.7,162,746,671,100,187,36,6,12,62,37,15,57,140,.279,.344,.404,.748,271,3,11,4,3,3,6,.335,104,110
125,,SDP,Batting 1st,2013,173,98.7,162,749,676,94,189,30,7,14,52,41,12,63,138,.280,.343,.407,.750,275,9,3,5,2,4,8,.333,119,109
126,,DET,Batting 1st,2014,174,98.3,162,755,714,106,210,42,8,17,84,25,9,29,113,.294,.327,.447,.773,319,21,7,2,3,1,8,.329,104,115
127,,SDP,Batting 1st,2007,182,98.3,163,770,676,105,175,41,3,18,73,13,10,85,121,.259,.344,.408,.752,276,8,4,3,2,3,7,.291,106,98
128,,TBR,Batting 1st,2008,171,98.3,162,773,686,102,190,32,10,8,54,10,9,76,140,.277,.352,.388,.740,266,4,5,3,3,3,9,.336,96,96
129,,SFG,Batting 1st,2010,170,98.1,162,748,683,107,174,46,10,24,84,26,9,58,161,.255,.317,.457,.774,312,13,4,3,0,1,3,.301,111,116
130,,MIL,Batting 1st,2008,180,98.0,162,759,648,123,157,34,7,18,62,23,7,90,150,.242,.347,.400,.747,259,9,16,1,4,0,9,.287,100,97
131,,COL,Batting 1st,2010,206,97.8,162,765,706,114,195,29,11,18,68,24,17,52,154,.276,.330,.425,.755,300,7,5,2,0,1,5,.331,98,112
132,,COL,Batting 1st,2014,172,97.5,162,754,694,93,194,32,3,20,74,34,11,37,125,.280,.325,.421,.746,292,7,12,6,5,5,6,.314,94,108
133,,FLA,Batting 1st,2011,189,97.3,162,762,678,95,186,38,5,9,49,44,14,66,145,.274,.343,.385,.728,261,4,7,6,5,4,8,.335,107,101
134,,CIN,Batting 1st,2008,170,96.8,162,757,681,93,181,41,3,20,77,26,12,57,117,.266,.326,.423,.749,288,6,6,8,5,2,5,.293,105,96
135,,TBR,Batting 1st,2011,180,96.8,162,754,671,109,173,30,10,19,60,36,18,69,134,.258,.333,.417,.751,280,5,8,4,2,1,8,.296,107,106
136,,ATL,Batting 1st,2012,174,96.7,162,751,668,99,180,29,10,10,59,42,15,73,168,.269,.342,.388,.730,259,2,3,3,4,1,6,.344,107,105
137,,MIA,Batting 1st,2015,165,96.6,162,732,689,98,219,25,9,4,49,65,22,29,103,.318,.344,.398,.742,274,8,2,6,6,2,5,.366,115,103
138,,OAK,Batting 1st,2010,176,96.5,162,756,684,107,187,34,5,12,65,63,9,60,120,.273,.331,.390,.721,267,12,1,6,5,0,7,.314,105,103
139,,LAA,Batting 1st,2011,171,96.4,162,745,692,79,194,51,6,13,64,28,12,38,112,.280,.325,.428,.753,296,9,10,1,4,2,6,.317,110,107
140,,SFG,Batting 1st,2015,205,96.4,162,748,679,95,197,34,3,10,55,26,10,58,95,.290,.352,.393,.745,267,12,8,1,2,0,4,.325,105,104
141,,LAD,Batting 1st,2014,178,96.3,162,760,700,109,199,27,14,5,43,61,19,46,132,.284,.333,.384,.717,269,3,7,3,4,0,7,.342,95,101
142,,BOS,Batting 1st,2009,174,96.2,162,775,702,111,194,32,10,9,65,57,12,57,98,.276,.332,.389,.721,273,13,4,5,5,1,10,.308,80,91
143,,PHI,Batting 1st,2012,180,96.0,162,749,678,103,171,33,6,24,71,29,7,65,97,.252,.318,.425,.743,288,7,1,4,1,2,7,.263,107,107
144,,ARI,Batting 1st,2008,182,95.8,162,762,687,99,176,42,7,20,72,7,4,64,145,.256,.320,.425,.745,292,8,3,3,5,4,6,.296,100,95
145,,PHI,Batting 1st,2014,188,95.8,162,760,715,91,217,24,6,6,38,52,9,30,77,.303,.335,.379,.714,271,10,5,7,3,0,7,.332,115,100
146,,TBR,Batting 1st,2010,195,95.8,162,767,654,109,163,38,4,13,63,26,6,99,118,.249,.350,.379,.730,248,10,5,5,4,2,8,.285,99,106
147,,COL,Batting 1st,2013,184,95.7,162,758,667,99,173,33,8,15,56,24,14,81,144,.259,.341,.400,.741,267,5,3,4,3,1,7,.309,101,106
148,,TEX,Batting 1st,2012,170,95.7,162,763,686,107,178,43,6,19,77,22,9,61,94,.259,.327,.423,.750,290,14,10,1,5,0,5,.275,93,109
149,,ATL,Batting 1st,2008,178,95.6,162,771,667,94,182,32,3,10,66,20,9,84,124,.273,.356,.375,.731,250,9,6,7,7,4,7,.319,95,94
150,,CHW,Batting 1st,2009,175,95.1,162,753,683,95,195,34,7,10,61,34,14,52,105,.286,.340,.400,.740,273,10,7,7,4,1,5,.323,101,96
151,,STL,Batting 1st,2014,180,94.9,162,742,624,102,166,34,3,8,61,5,4,98,116,.266,.369,.369,.738,230,4,9,2,9,2,5,.310,115,108
152,,ARI,Batting 1st,2014,174,94.8,162,746,684,99,191,34,12,12,49,25,10,46,101,.279,.331,.417,.747,285,11,8,5,3,2,6,.312,121,109
153,,SFG,Batting 1st,2007,186,94.2,162,761,690,106,187,32,10,8,44,43,9,58,115,.271,.334,.381,.715,263,8,7,5,0,1,9,.316,102,89
154,,SDP,Batting 1st,2012,202,94.1,162,747,671,96,177,34,9,12,60,45,12,59,139,.264,.329,.395,.724,265,5,8,5,4,3,7,.315,107,103
155,,MIA,Batting 1st,2014,170,93.9,162,764,681,104,185,35,6,9,58,25,10,74,151,.272,.346,.380,.726,259,9,4,3,2,3,7,.337,110,104
156,,LAA,Batting 1st,2014,179,93.8,162,773,711,111,188,41,3,20,77,7,5,51,139,.264,.316,.415,.730,295,9,4,3,4,0,10,.302,100,104
157,,BOS,Batting 1st,2007,180,93.7,162,783,696,113,185,47,4,9,72,35,6,66,94,.266,.329,.384,.712,267,13,3,10,8,1,9,.293,77,88
158,,STL,Batting 1st,2008,205,93.7,162,779,709,111,205,28,6,10,58,16,2,59,91,.289,.345,.388,.733,275,24,3,6,2,3,8,.320,88,94
159,,CHC,Batting 1st,2012,182,93.5,162,730,654,95,179,38,9,9,48,18,9,63,129,.274,.346,.401,.746,262,9,10,1,2,1,12,.328,121,109
160,,ARI,Batting 1st,2013,174,93.3,162,773,701,107,189,45,10,11,54,13,12,55,135,.270,.327,.409,.736,287,10,7,5,5,1,4,.318,106,104
161,,OAK,Batting 1st,2014,189,93.3,162,762,675,97,171,34,6,14,72,32,6,75,103,.253,.329,.384,.713,259,7,4,2,6,1,8,.278,104,100
162,,BAL,Batting 1st,2013,166,92.9,162,753,676,96,180,33,4,13,55,28,5,64,107,.266,.331,.385,.715,260,7,4,3,6,2,2,.297,95,99
163,,OAK,Batting 1st,2012,171,92.9,162,761,676,97,170,35,11,13,50,38,10,71,118,.251,.326,.393,.719,266,8,5,6,3,0,4,.286,102,101
164,,TBR,Batting 1st,2015,219,92.9,162,745,658,85,170,37,6,16,56,16,8,57,144,.258,.337,.406,.743,267,11,23,3,4,0,3,.307,107,103
165,,LAD,Batting 1st,2015,190,92.8,162,745,660,93,154,35,7,26,65,11,9,74,172,.233,.319,.426,.745,281,5,10,0,1,2,4,.276,101,102
166,,COL,Batting 1st,2007,222,92.7,163,791,710,114,198,30,3,5,52,48,11,55,98,.279,.335,.351,.686,249,5,8,13,5,2,14,.315,75,82
167,,TEX,Batting 1st,2013,169,92.5,163,762,673,93,179,35,2,14,86,26,13,61,96,.266,.336,.386,.723,260,6,14,7,7,1,11,.289,98,101
168,,KCR,Batting 1st,2012,183,92.1,162,753,674,101,184,40,6,9,48,22,8,68,141,.273,.340,.390,.730,263,13,3,2,6,3,6,.330,105,105
